train_mp4,label,original,split,audio_altered
gvuwhthlkb.mp4,FAKE,rqsotnryhj.mp4,train,True
hcidadpnmp.mp4,FAKE,hbnfbppnym.mp4,train,True
hcnywpnupa.mp4,FAKE,qmuojetavs.mp4,train,True
hddmcdudyt.mp4,FAKE,nnfgkpbpgy.mp4,train,True
htizjegqpn.mp4,FAKE,qmuojetavs.mp4,train,True
htvjcvsnkw.mp4,FAKE,nnfgkpbpgy.mp4,train,True
ihjyplgmqx.mp4,FAKE,gfxjvuslgu.mp4,train,True
ikgygoqdtu.mp4,FAKE,rqsotnryhj.mp4,train,True
iwilmsrdku.mp4,FAKE,qoqnwrfvty.mp4,train,True
izcvwswosq.mp4,FAKE,qmuojetavs.mp4,train,True
jeeaasrdwy.mp4,FAKE,zzeyphpsnj.mp4,train,True
jlplxmbawp.mp4,FAKE,njpbtftgqm.mp4,train,True
jnbljsloup.mp4,FAKE,qmuojetavs.mp4,train,True
jnzkrknexy.mp4,FAKE,uoyklhrqav.mp4,train,True
jorxecnkfh.mp4,FAKE,rqsotnryhj.mp4,train,True
jvfvolwxep.mp4,FAKE,qmuojetavs.mp4,train,True
jwqoitayuj.mp4,FAKE,rqsotnryhj.mp4,train,True
jzqbizbyon.mp4,FAKE,lwfikbnufm.mp4,train,True
kjlfnzjgrz.mp4,FAKE,rqsotnryhj.mp4,train,True
kmgepmkqoc.mp4,FAKE,qmuojetavs.mp4,train,True
kpmmyhsxey.mp4,FAKE,rqsotnryhj.mp4,train,True
kprkhdlhej.mp4,FAKE,rqsotnryhj.mp4,train,True
kvlpuskymw.mp4,FAKE,tgdfcwrccc.mp4,train,True
kxrsvkaddq.mp4,FAKE,qmuojetavs.mp4,train,True
lajluoftvb.mp4,FAKE,ruiifngphz.mp4,train,True
lbrbngoekw.mp4,FAKE,rqsotnryhj.mp4,train,True
lcmtixxkzd.mp4,FAKE,slgqsvzusq.mp4,train,True
lioxyqtfna.mp4,FAKE,qmuojetavs.mp4,train,True
lmblfvqvri.mp4,FAKE,nnfgkpbpgy.mp4,train,True
lmuovxendk.mp4,FAKE,rqsotnryhj.mp4,train,True
lqqbmrruvs.mp4,FAKE,rqsotnryhj.mp4,train,True
lumnfnfdwu.mp4,FAKE,qmuojetavs.mp4,train,True
lxmvvwqfet.mp4,FAKE,rxjvbmczyt.mp4,train,True
memnkrfujy.mp4,FAKE,qmuojetavs.mp4,train,True
mmjlmlrtmm.mp4,FAKE,nnfgkpbpgy.mp4,train,True
muespoijkh.mp4,FAKE,nnfgkpbpgy.mp4,train,True
nehqorkiil.mp4,FAKE,rqsotnryhj.mp4,train,True
nfpffxmsxu.mp4,FAKE,xnvpeumbbq.mp4,train,True
ngajcyqubu.mp4,FAKE,oanuxtqkhk.mp4,train,True
nllayzgfof.mp4,FAKE,zbrmezlilf.mp4,train,True
nsjxwdnkqb.mp4,FAKE,rqsotnryhj.mp4,train,True
nzsypbpqqz.mp4,FAKE,nnfgkpbpgy.mp4,train,True
odiaqqnpxs.mp4,FAKE,qmuojetavs.mp4,train,True
ojfhecabkn.mp4,FAKE,boxfawgnyw.mp4,train,True
oysxizjpph.mp4,FAKE,asfqfdvrjj.mp4,train,True
ozyqcnubdl.mp4,FAKE,rqsotnryhj.mp4,train,True
piffvfvxuj.mp4,FAKE,rqsotnryhj.mp4,train,True
ppdyfatazf.mp4,FAKE,nnfgkpbpgy.mp4,train,True
prtvgnappt.mp4,FAKE,orqvavlncg.mp4,train,True
pzqsdqdxhb.mp4,FAKE,qmuojetavs.mp4,train,True
qdptbhikbg.mp4,FAKE,rqsotnryhj.mp4,train,True
qduehswbjt.mp4,FAKE,zzeyphpsnj.mp4,train,True
qejqaitidi.mp4,FAKE,slgqsvzusq.mp4,train,True
qfljdkoqep.mp4,FAKE,nnfgkpbpgy.mp4,train,True
qkixjmuyud.mp4,FAKE,nnfgkpbpgy.mp4,train,True
qkufepheoi.mp4,FAKE,nnfgkpbpgy.mp4,train,True
qwtmidmcpm.mp4,FAKE,rqsotnryhj.mp4,train,True
rasmyfgmrh.mp4,FAKE,qmuojetavs.mp4,train,True
rcwwidinmv.mp4,FAKE,boxfawgnyw.mp4,train,True
rgnlapnfjh.mp4,FAKE,nnfgkpbpgy.mp4,train,True
rifsgutrkr.mp4,FAKE,rqsotnryhj.mp4,train,True
riqulthbsk.mp4,FAKE,nnfgkpbpgy.mp4,train,True
rncwseonva.mp4,FAKE,nnfgkpbpgy.mp4,train,True
rrjknxseqv.mp4,FAKE,nnfgkpbpgy.mp4,train,True
rtqfogdstt.mp4,FAKE,ntmntmjzno.mp4,train,True
sakyyeqyts.mp4,FAKE,rqsotnryhj.mp4,train,True
segxdoasfo.mp4,FAKE,rqsotnryhj.mp4,train,True
sesrxpfkci.mp4,FAKE,boxfawgnyw.mp4,train,True
sewkvbwylx.mp4,FAKE,qmuojetavs.mp4,train,True
sisabqbfot.mp4,FAKE,hbnfbppnym.mp4,train,True
sndyekoyjj.mp4,FAKE,nnfgkpbpgy.mp4,train,True
sntgwappqq.mp4,FAKE,nnfgkpbpgy.mp4,train,True
sokaefmenf.mp4,FAKE,wwwnwpitjl.mp4,train,True
sqnowaadwp.mp4,FAKE,qmuojetavs.mp4,train,True
ssaosooadl.mp4,FAKE,rqsotnryhj.mp4,train,True
svmzwfgkwr.mp4,FAKE,rqsotnryhj.mp4,train,True
szraxxwtbw.mp4,FAKE,nnfgkpbpgy.mp4,train,True
takdfmvwvs.mp4,FAKE,nnfgkpbpgy.mp4,train,True
tbwlosjlco.mp4,FAKE,ruiifngphz.mp4,train,True
tcpwjasjoc.mp4,FAKE,qmuojetavs.mp4,train,True
tmcwuukgpx.mp4,FAKE,rqsotnryhj.mp4,train,True
tvsnikdxbb.mp4,FAKE,zzeyphpsnj.mp4,train,True
tzcaptwwkt.mp4,FAKE,qmuojetavs.mp4,train,True
uevxtvppdn.mp4,FAKE,rqsotnryhj.mp4,train,True
ufwgsgjurv.mp4,FAKE,rqsotnryhj.mp4,train,True
uproumsuby.mp4,FAKE,rqsotnryhj.mp4,train,True
utzjvukuhg.mp4,FAKE,slgqsvzusq.mp4,train,True
uxduqdrsge.mp4,FAKE,iakxukygxf.mp4,train,True
vgklopyqvn.mp4,FAKE,ruiifngphz.mp4,train,True
vktbtvfrmv.mp4,FAKE,rqsotnryhj.mp4,train,True
vnjedttiuf.mp4,FAKE,nnfgkpbpgy.mp4,train,True
vnkoyvfxnp.mp4,FAKE,nnfgkpbpgy.mp4,train,True
vxzjdyknbc.mp4,FAKE,nnfgkpbpgy.mp4,train,True
vyfbiursvd.mp4,FAKE,ruiifngphz.mp4,train,True
wfgksfkuqd.mp4,FAKE,rqsotnryhj.mp4,train,True
wjiklkawew.mp4,FAKE,ntmntmjzno.mp4,train,True
wlorflaqut.mp4,FAKE,nnfgkpbpgy.mp4,train,True
wmhwkmotxr.mp4,FAKE,slkusnxxst.mp4,train,True
wokoyxivgo.mp4,FAKE,qmuojetavs.mp4,train,True
wqzimznlwf.mp4,FAKE,nnfgkpbpgy.mp4,train,True
wuivvxzamz.mp4,FAKE,qmuojetavs.mp4,train,True
xggsjgogat.mp4,FAKE,rqsotnryhj.mp4,train,True
xhpwtvrcvj.mp4,FAKE,lwfikbnufm.mp4,train,True
xyicaryreh.mp4,FAKE,evvcmlzliv.mp4,train,True
ycuhxtmdfg.mp4,FAKE,zzeyphpsnj.mp4,train,True
yfehdvsfoq.mp4,FAKE,rqsotnryhj.mp4,train,True
ygncssfzmv.mp4,FAKE,rqsotnryhj.mp4,train,True
yjlytpedux.mp4,FAKE,hbnfbppnym.mp4,train,True
ykzlqzhsar.mp4,FAKE,boxfawgnyw.mp4,train,True
ynzvxqslbg.mp4,FAKE,zzeyphpsnj.mp4,train,True
yojgmnfrdg.mp4,FAKE,zzeyphpsnj.mp4,train,True
ypffenibzl.mp4,FAKE,boxfawgnyw.mp4,train,True
ytlsdvrxfr.mp4,FAKE,qmuojetavs.mp4,train,True
yvmhvhstrv.mp4,FAKE,ioghtcqpws.mp4,train,True
zwsojzqngn.mp4,FAKE,slgqsvzusq.mp4,train,True
zysfmcdpbl.mp4,FAKE,rqsotnryhj.mp4,train,True
aeendqqdkv.mp4,FAKE,nsanaxscsx.mp4,train,True
ahptnosmvj.mp4,FAKE,jzbxqjnzoi.mp4,train,True
aibiskwzkj.mp4,FAKE,bsnrcykrki.mp4,train,True
amdnvezdcv.mp4,FAKE,dxebretfjb.mp4,train,True
ansipdckmu.mp4,FAKE,prkiqmcwhy.mp4,train,True
awnwneljqx.mp4,FAKE,qppnwoodzt.mp4,train,True
axtyynoxdk.mp4,FAKE,tkofwngclr.mp4,train,True
bjlmsiosjt.mp4,FAKE,ybztbncgbq.mp4,train,True
blfzhuobde.mp4,FAKE,tztvmnllop.mp4,train,True
blphnebfgt.mp4,FAKE,bgmzzxkwdz.mp4,train,True
bmahmggjbd.mp4,FAKE,tztvmnllop.mp4,train,True
bwqklxwhbd.mp4,FAKE,qppnwoodzt.mp4,train,True
bxwswwesmk.mp4,FAKE,tkofwngclr.mp4,train,True
caatzjujmz.mp4,FAKE,bgmzzxkwdz.mp4,train,True
cgwdrfwtyz.mp4,FAKE,bgmzzxkwdz.mp4,train,True
cjaulsvavp.mp4,FAKE,ilmssrcmcm.mp4,train,True
cjmkgrsply.mp4,FAKE,ilmssrcmcm.mp4,train,True
clidemnydd.mp4,FAKE,hqxvlboamz.mp4,train,True
crbrgeviwa.mp4,FAKE,ilmssrcmcm.mp4,train,True
cskhcvqucf.mp4,FAKE,jzbxqjnzoi.mp4,train,True
cwhoxcazbc.mp4,FAKE,bsnrcykrki.mp4,train,True
dbxbvwmpzp.mp4,FAKE,bgmzzxkwdz.mp4,train,True
ddbpfxzqrl.mp4,FAKE,pjciuhedrj.mp4,train,True
dgpljbxkcx.mp4,FAKE,qppnwoodzt.mp4,train,True
dmbtnshrxm.mp4,FAKE,izrmjvjyxi.mp4,train,True
doejawfgnh.mp4,FAKE,tkofwngclr.mp4,train,True
dpncsuyamf.mp4,FAKE,jzbxqjnzoi.mp4,train,True
eanriatjbj.mp4,FAKE,zbfnyiowbv.mp4,train,True
ecqjxsqqss.mp4,FAKE,qppnwoodzt.mp4,train,True
elvvtvpllm.mp4,FAKE,bgmzzxkwdz.mp4,train,True
eookpnqhvf.mp4,FAKE,tkofwngclr.mp4,train,True
eqafrizkve.mp4,FAKE,qppnwoodzt.mp4,train,True
eqzbptsabh.mp4,FAKE,umsjbpjqjx.mp4,train,True
erlhaegtba.mp4,FAKE,zbfnyiowbv.mp4,train,True
etdxfawnai.mp4,FAKE,kmvsuicqeu.mp4,train,True
eymkppycqq.mp4,FAKE,umsjbpjqjx.mp4,train,True
ezkhhudbyn.mp4,FAKE,prkiqmcwhy.mp4,train,True
feazhvejib.mp4,FAKE,bgmzzxkwdz.mp4,train,True
fiqgkrpvyr.mp4,FAKE,hcnbxepois.mp4,train,True
fkeccxaeit.mp4,FAKE,qppnwoodzt.mp4,train,True
fkiejjiydk.mp4,FAKE,umsjbpjqjx.mp4,train,True
fnpbmfxslw.mp4,FAKE,ucveeogevx.mp4,train,True
fomhmpfeki.mp4,FAKE,tkofwngclr.mp4,train,True
fpeadurrwp.mp4,FAKE,zqwzlnrofa.mp4,train,True
fslwjnzjfy.mp4,FAKE,htjhybnluy.mp4,train,True
ftkxdmaemk.mp4,FAKE,tkofwngclr.mp4,train,True
fvoramuyla.mp4,FAKE,qppnwoodzt.mp4,train,True
fxghgkfaut.mp4,FAKE,prkiqmcwhy.mp4,train,True
fzwqilbejm.mp4,FAKE,zbfnyiowbv.mp4,train,True
gchahtbjqd.mp4,FAKE,qppnwoodzt.mp4,train,True
ghphekvkbz.mp4,FAKE,huowsesgyq.mp4,train,True
gimlsvemvh.mp4,FAKE,huowsesgyq.mp4,train,True
gjsegbhdyf.mp4,FAKE,huowsesgyq.mp4,train,True
gknjpknzce.mp4,FAKE,umsjbpjqjx.mp4,train,True
glqriykjsl.mp4,FAKE,blbvdywnbk.mp4,train,True
glrmqblnzq.mp4,FAKE,ipbunnjfbm.mp4,train,True
gorgcirpdd.mp4,FAKE,jzbxqjnzoi.mp4,train,True
gxtutdbkfu.mp4,FAKE,hcnbxepois.mp4,train,True
hafdykqojm.mp4,FAKE,ilmssrcmcm.mp4,train,True
halqwjayrq.mp4,FAKE,simdowaaid.mp4,train,True
hbuhgubbss.mp4,FAKE,qparfnuxsg.mp4,train,True
hcvyqdptrg.mp4,FAKE,simdowaaid.mp4,train,True
hdfrdajxrx.mp4,FAKE,ihptjcufwo.mp4,train,True
hetlhhxtlb.mp4,FAKE,hqxvlboamz.mp4,train,True
hevajonyvj.mp4,FAKE,byipklfpep.mp4,train,True
hfdpfdymne.mp4,FAKE,tkofwngclr.mp4,train,True
hhzrcenmhf.mp4,FAKE,tkofwngclr.mp4,train,True
hkcurgetvc.mp4,FAKE,wucyoanghr.mp4,train,True
hnlxdctrny.mp4,FAKE,umsjbpjqjx.mp4,train,True
htswfrgtdb.mp4,FAKE,ilmssrcmcm.mp4,train,True
hwbjpxfjcc.mp4,FAKE,qppnwoodzt.mp4,train,True
iafpwuoyjq.mp4,FAKE,tkofwngclr.mp4,train,True
iannnhnrdb.mp4,FAKE,swozlnezbo.mp4,train,True
ianrpeopjz.mp4,FAKE,xxwiifioix.mp4,train,True
ibgqcgwvku.mp4,FAKE,umsjbpjqjx.mp4,train,True
icvbhynbui.mp4,FAKE,prkiqmcwhy.mp4,train,True
ijpdgsydfx.mp4,FAKE,ktplrsqjgb.mp4,train,True
iolnrlkuou.mp4,FAKE,tztvmnllop.mp4,train,True
iqrgwnfkga.mp4,FAKE,huowsesgyq.mp4,train,True
iqyenueqqd.mp4,FAKE,vrqjttlnuo.mp4,train,True
iucopuupvn.mp4,FAKE,tztvmnllop.mp4,train,True
iywhpaeciv.mp4,FAKE,ncvtgryovd.mp4,train,True
jalnhtrofg.mp4,FAKE,jzbxqjnzoi.mp4,train,True
jauwhqjzkh.mp4,FAKE,simdowaaid.mp4,train,True
jcgeaadwxt.mp4,FAKE,ndvtxyhtmn.mp4,train,True
jcljktilez.mp4,FAKE,bgmzzxkwdz.mp4,train,True
jdmjkmtgkt.mp4,FAKE,bgmzzxkwdz.mp4,train,True
jebfdcgkyk.mp4,FAKE,swozlnezbo.mp4,train,True
jefweckgnl.mp4,FAKE,tkofwngclr.mp4,train,True
jinbhnxsfk.mp4,FAKE,swozlnezbo.mp4,train,True
jmdjmbkcyx.mp4,FAKE,swozlnezbo.mp4,train,True
jpnvuqkdvw.mp4,FAKE,qppnwoodzt.mp4,train,True
jqajhrcgwo.mp4,FAKE,jzbxqjnzoi.mp4,train,True
jraodnkhkw.mp4,FAKE,umsjbpjqjx.mp4,train,True
jtairnyezr.mp4,FAKE,prkiqmcwhy.mp4,train,True
jtzgjwxifi.mp4,FAKE,qppnwoodzt.mp4,train,True
jxysnnoqvy.mp4,FAKE,ipgikzjqty.mp4,train,True
jyurhlyzhw.mp4,FAKE,bafktkorci.mp4,train,True
kbklbmzwyf.mp4,FAKE,ipbunnjfbm.mp4,train,True
kcrvcexazv.mp4,FAKE,tztvmnllop.mp4,train,True
kigykhiiwl.mp4,FAKE,bsnrcykrki.mp4,train,True
kiomgwmpkr.mp4,FAKE,tkofwngclr.mp4,train,True
kofofvdhgy.mp4,FAKE,hcnbxepois.mp4,train,True
ktzqqczwlu.mp4,FAKE,byipklfpep.mp4,train,True
kyadqymepj.mp4,FAKE,umsjbpjqjx.mp4,train,True
lbwtduqqth.mp4,FAKE,jzbxqjnzoi.mp4,train,True
lnqapliwfm.mp4,FAKE,zbfnyiowbv.mp4,train,True
lpusajiuqr.mp4,FAKE,zbfnyiowbv.mp4,train,True
lsonxkurea.mp4,FAKE,tkofwngclr.mp4,train,True
lxblqcxvee.mp4,FAKE,qppnwoodzt.mp4,train,True
lzwgaarglg.mp4,FAKE,qppnwoodzt.mp4,train,True
lzzlgtbvmx.mp4,FAKE,umsjbpjqjx.mp4,train,True
mbiycqvdxh.mp4,FAKE,bsnrcykrki.mp4,train,True
mdmuvxdjzy.mp4,FAKE,tkofwngclr.mp4,train,True
mjkbdkheto.mp4,FAKE,tztvmnllop.mp4,train,True
mlfvzcejpj.mp4,FAKE,xfrfdspnox.mp4,train,True
mllyttwsjh.mp4,FAKE,prkiqmcwhy.mp4,train,True
mlmpqzhehi.mp4,FAKE,bgmzzxkwdz.mp4,train,True
mohcndxtzi.mp4,FAKE,vqtatkpbxi.mp4,train,True
monpghgyjw.mp4,FAKE,zbfnyiowbv.mp4,train,True
mrxuhhgozz.mp4,FAKE,tztvmnllop.mp4,train,True
muuuxszgfl.mp4,FAKE,ilmssrcmcm.mp4,train,True
naforhmjjz.mp4,FAKE,prkiqmcwhy.mp4,train,True
naijysjeic.mp4,FAKE,zfsjxtmgxc.mp4,train,True
ndmnuoibfz.mp4,FAKE,bgmzzxkwdz.mp4,train,True
neevdicqvp.mp4,FAKE,umsjbpjqjx.mp4,train,True
ngfprnzwwn.mp4,FAKE,bgmzzxkwdz.mp4,train,True
ngjgqjxfyq.mp4,FAKE,tkofwngclr.mp4,train,True
nniasjivsj.mp4,FAKE,tkofwngclr.mp4,train,True
nxtstdqkrq.mp4,FAKE,lbnurmcuxs.mp4,train,True
oeuufzbozk.mp4,FAKE,zfsjxtmgxc.mp4,train,True
ofwmrrtncx.mp4,FAKE,wucyoanghr.mp4,train,True
ogzsnowlkn.mp4,FAKE,vmaarhebuf.mp4,train,True
okrxijdnnp.mp4,FAKE,ktplrsqjgb.mp4,train,True
ondvbgcsyq.mp4,FAKE,tkofwngclr.mp4,train,True
onkgvpzzli.mp4,FAKE,ipbunnjfbm.mp4,train,True
ovrcyvavpr.mp4,FAKE,otcgvkdbwh.mp4,train,True
oxzmxkitwc.mp4,FAKE,gvzquyojht.mp4,train,True
oytoyafuml.mp4,FAKE,qppnwoodzt.mp4,train,True
oyxcukjayh.mp4,FAKE,qppnwoodzt.mp4,train,True
pdhxnndbbt.mp4,FAKE,zbfnyiowbv.mp4,train,True
pjjgqiondh.mp4,FAKE,usdspcjqmu.mp4,train,True
pphwgkzdts.mp4,FAKE,bgmzzxkwdz.mp4,train,True
pqjmokcmcp.mp4,FAKE,jzbxqjnzoi.mp4,train,True
pstqbmtlri.mp4,FAKE,usdspcjqmu.mp4,train,True
ptocqdufns.mp4,FAKE,jzbxqjnzoi.mp4,train,True
pvjpcbveym.mp4,FAKE,qppnwoodzt.mp4,train,True
pwseejrfof.mp4,FAKE,bgmzzxkwdz.mp4,train,True
pwspmvzdmn.mp4,FAKE,tkofwngclr.mp4,train,True
pxbfexoxkk.mp4,FAKE,umsjbpjqjx.mp4,train,True
qbbrkxhoio.mp4,FAKE,ybztbncgbq.mp4,train,True
qecgeqnvta.mp4,FAKE,hcnbxepois.mp4,train,True
qgkqxjgjcj.mp4,FAKE,qppnwoodzt.mp4,train,True
qtdhmczvvt.mp4,FAKE,ilmssrcmcm.mp4,train,True
qtljjtavrz.mp4,FAKE,bgmzzxkwdz.mp4,train,True
quhztsndpr.mp4,FAKE,umsjbpjqjx.mp4,train,True
qyqktxkytc.mp4,FAKE,tkofwngclr.mp4,train,True
rchpononkc.mp4,FAKE,lbnurmcuxs.mp4,train,True
rdqwxzikyp.mp4,FAKE,pkulawhjci.mp4,train,True
rptpaznupo.mp4,FAKE,prkiqmcwhy.mp4,train,True
rwpdgxavbq.mp4,FAKE,tztvmnllop.mp4,train,True
rzybzgqijd.mp4,FAKE,zbfnyiowbv.mp4,train,True
sgwukgsdit.mp4,FAKE,ceiwazlque.mp4,train,True
sicobdfwed.mp4,FAKE,fvmhipsebc.mp4,train,True
skjikzwdtt.mp4,FAKE,ybztbncgbq.mp4,train,True
snhnuwzwms.mp4,FAKE,tkofwngclr.mp4,train,True
srdbiykeja.mp4,FAKE,jzbxqjnzoi.mp4,train,True
svobeufkzl.mp4,FAKE,tkofwngclr.mp4,train,True
swwcnysfmk.mp4,FAKE,tkofwngclr.mp4,train,True
sykbwiueyz.mp4,FAKE,tztvmnllop.mp4,train,True
tatfoivceq.mp4,FAKE,ybztbncgbq.mp4,train,True
tkaxufvjgw.mp4,FAKE,xfrfdspnox.mp4,train,True
tlthhnwadn.mp4,FAKE,vqtatkpbxi.mp4,train,True
tofgobjkgv.mp4,FAKE,bsnrcykrki.mp4,train,True
tplknrvvcg.mp4,FAKE,qppnwoodzt.mp4,train,True
tqvoigiion.mp4,FAKE,usdspcjqmu.mp4,train,True
trueahnqya.mp4,FAKE,ilmssrcmcm.mp4,train,True
tsxuijektx.mp4,FAKE,usdspcjqmu.mp4,train,True
tuznghodsj.mp4,FAKE,ipgikzjqty.mp4,train,True
txmswkzxhz.mp4,FAKE,qppnwoodzt.mp4,train,True
tzyjdrfjtd.mp4,FAKE,umsjbpjqjx.mp4,train,True
ubfrqinwri.mp4,FAKE,tkofwngclr.mp4,train,True
ucfjthhfqr.mp4,FAKE,bsnrcykrki.mp4,train,True
uctgggbrii.mp4,FAKE,zfsjxtmgxc.mp4,train,True
ufmuhoaetg.mp4,FAKE,ispgaapbpn.mp4,train,True
ugvnbpkqie.mp4,FAKE,qppnwoodzt.mp4,train,True
uiyibmrads.mp4,FAKE,ppczxbcxrl.mp4,train,True
uvqirjmnxe.mp4,FAKE,qppnwoodzt.mp4,train,True
uvvjswjozo.mp4,FAKE,bsnrcykrki.mp4,train,True
uwfyzjdrif.mp4,FAKE,arqemexeyx.mp4,train,True
valzjgnbcj.mp4,FAKE,umsjbpjqjx.mp4,train,True
vblwozxrwy.mp4,FAKE,ybztbncgbq.mp4,train,True
vepwvsjryi.mp4,FAKE,wucyoanghr.mp4,train,True
vjvlrpyaev.mp4,FAKE,wewvgopijp.mp4,train,True
vqywmxftdc.mp4,FAKE,umsjbpjqjx.mp4,train,True
vryjwtzaus.mp4,FAKE,bsnrcykrki.mp4,train,True
vvclsrjaxc.mp4,FAKE,kewjgfclxa.mp4,train,True
wajeimazic.mp4,FAKE,tkofwngclr.mp4,train,True
waupladggx.mp4,FAKE,bgmzzxkwdz.mp4,train,True
wbjovxmnin.mp4,FAKE,simdowaaid.mp4,train,True
wprscsysul.mp4,FAKE,tkofwngclr.mp4,train,True
wqliycxgmf.mp4,FAKE,bgmzzxkwdz.mp4,train,True
wrpigfecoi.mp4,FAKE,bgmzzxkwdz.mp4,train,True
wtdpjzybmb.mp4,FAKE,tkofwngclr.mp4,train,True
wuzdcvejpa.mp4,FAKE,agazcxsnes.mp4,train,True
wyasimswwe.mp4,FAKE,tztvmnllop.mp4,train,True
xakgymasfr.mp4,FAKE,qppnwoodzt.mp4,train,True
xanlgfevqn.mp4,FAKE,qppnwoodzt.mp4,train,True
xdbqqxsrnz.mp4,FAKE,qppnwoodzt.mp4,train,True
xjhonbnslc.mp4,FAKE,zbfnyiowbv.mp4,train,True
xjnczgpxwy.mp4,FAKE,huowsesgyq.mp4,train,True
xqugrvqbgm.mp4,FAKE,umsjbpjqjx.mp4,train,True
xrakuvthyr.mp4,FAKE,umsjbpjqjx.mp4,train,True
yjbnfyuuli.mp4,FAKE,tkofwngclr.mp4,train,True
ynpoongamk.mp4,FAKE,prkiqmcwhy.mp4,train,True
yrqqinbasv.mp4,FAKE,swozlnezbo.mp4,train,True
yujxfujhax.mp4,FAKE,tkofwngclr.mp4,train,True
yyoxuakkcb.mp4,FAKE,ilmssrcmcm.mp4,train,True
yzockhlrnu.mp4,FAKE,umsjbpjqjx.mp4,train,True
zhmllgwhjm.mp4,FAKE,ilmssrcmcm.mp4,train,True
zhnojqbrlx.mp4,FAKE,wewvgopijp.mp4,train,True
zlvhsymxaz.mp4,FAKE,bgmzzxkwdz.mp4,train,True
zmlgooxogx.mp4,FAKE,tkofwngclr.mp4,train,True
zopjjkyezc.mp4,FAKE,yoeetkfxec.mp4,train,True
zwuhapgzfz.mp4,FAKE,ipbunnjfbm.mp4,train,True
zyaxmcnurx.mp4,FAKE,gvzquyojht.mp4,train,True
aamrbolklk.mp4,FAKE,xbnxqnchxn.mp4,train,True
andcosjluf.mp4,FAKE,lihihnkntm.mp4,train,True
awderxpojn.mp4,FAKE,uhabienydy.mp4,train,True
bjmtxysdjo.mp4,FAKE,gortorhgtt.mp4,train,True
bkycjjxlti.mp4,FAKE,yhqqwnlqdi.mp4,train,True
bqjaliddvr.mp4,FAKE,igztjgndud.mp4,train,True
burrttotog.mp4,FAKE,tvpdydluzo.mp4,train,True
bziyaparip.mp4,FAKE,isuohdwdzx.mp4,train,True
cnkagalbom.mp4,FAKE,almduxqxkm.mp4,train,True
cwuukeotgn.mp4,FAKE,ryhglxejac.mp4,train,True
dqcrdjlcta.mp4,FAKE,cjrcsxqacy.mp4,train,True
fauqvwjfbq.mp4,FAKE,lawtlbhflv.mp4,train,True
ffhxffomjj.mp4,FAKE,aeykoomsoa.mp4,train,True
fhxomiwsov.mp4,FAKE,tvpdydluzo.mp4,train,True
gguienkjpv.mp4,FAKE,yhqqwnlqdi.mp4,train,True
grdfngecmz.mp4,FAKE,vciejrdkgf.mp4,train,True
gutjstyrxk.mp4,FAKE,xbnxqnchxn.mp4,train,True
gvmdxsphgr.mp4,FAKE,dvcslzbvnm.mp4,train,True
hjtnxkeduu.mp4,FAKE,znsoaxtask.mp4,train,True
hnlbblarxn.mp4,FAKE,xbnxqnchxn.mp4,train,True
hxyjzvavtf.mp4,FAKE,isuohdwdzx.mp4,train,True
iqclpotodm.mp4,FAKE,ntmrwnzvzt.mp4,train,True
jkcjtokpwd.mp4,FAKE,yhqqwnlqdi.mp4,train,True
klspoouqnm.mp4,FAKE,pkemjsdtxm.mp4,train,True
koeuoinpwo.mp4,FAKE,yiqhbxgfav.mp4,train,True
kohpcxdnaw.mp4,FAKE,aeykoomsoa.mp4,train,True
kzajsnbfjn.mp4,FAKE,rmgfraxziy.mp4,train,True
ldoskfvcoe.mp4,FAKE,pmylrgnsns.mp4,train,True
lygqsjkbne.mp4,FAKE,dypjkknirz.mp4,train,True
mrntbubgqc.mp4,FAKE,pkemjsdtxm.mp4,train,True
myhipsckog.mp4,FAKE,ryhglxejac.mp4,train,True
nfafsubvpa.mp4,FAKE,jrwxbewzym.mp4,train,True
nfwgvmgunv.mp4,FAKE,pkemjsdtxm.mp4,train,True
ngjssklboy.mp4,FAKE,almduxqxkm.mp4,train,True
nwznzsmegd.mp4,FAKE,ntmrwnzvzt.mp4,train,True
oiklwkjhte.mp4,FAKE,jjptkvyxhv.mp4,train,True
oqcaxvbmyc.mp4,FAKE,dvcslzbvnm.mp4,train,True
owybjhupqb.mp4,FAKE,jjptkvyxhv.mp4,train,True
pamojtjusq.mp4,FAKE,uhabienydy.mp4,train,True
paozbgimbc.mp4,FAKE,gpurfeajeg.mp4,train,True
pfxfhcmtms.mp4,FAKE,gortorhgtt.mp4,train,True
pllgovampw.mp4,FAKE,cjrcsxqacy.mp4,train,True
psesgswysh.mp4,FAKE,wfecziomie.mp4,train,True
qiowzezcuz.mp4,FAKE,ryhglxejac.mp4,train,True
qsrwgwmwfl.mp4,FAKE,uqerusmaka.mp4,train,True
qvrdmajxtr.mp4,FAKE,pmylrgnsns.mp4,train,True
qwdgcewzio.mp4,FAKE,xbnxqnchxn.mp4,train,True
qyctqclkty.mp4,FAKE,cjrcsxqacy.mp4,train,True
smscmlgwmc.mp4,FAKE,jjptkvyxhv.mp4,train,True
soadooqwcv.mp4,FAKE,jjptkvyxhv.mp4,train,True
stkwvpiswg.mp4,FAKE,uhabienydy.mp4,train,True
svekmurpps.mp4,FAKE,oxcmgzeppb.mp4,train,True
tbahawsjhe.mp4,FAKE,jhyrglgwqj.mp4,train,True
